population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
,,,,,,,,,,,,,,,,,,,,,0.093,0.218,12.19662677,,34.71,256,0.492,0.339,0.11,0.123505976,0.358565737,0.36752988,0.150398406,21.70350137,6.506083933,849
,,,,,,,,,,,,,,,,,,,,,0.2,0.213,10.29495651,1.95,10.43,198,0.517,0.207,0.166,0.077154309,0.314629259,0.304609218,0.303607214,9.17706334,9.092090531,899
,,,,,,,,,,,,,,,,,,,,,0.184,0.28,9.759585971,,16.56,281,0.506,0.243,0.181,0.105,0.362,0.332,0.201,11.58867915,11.17663722,626
,,,,,,,,,,,,,,,,,,,,,,0.4,13.54222768,,35.77,392,0.509,0.221,0.189,0.252,0.44,0.198,0.11,10.72505865,14.3000782,506
,,,,,,,,,,,,,,,,,,,,,0.179,0.247,9.580220354,,24.64,232,0.478,0.289,0.121,0.143574297,0.373493976,0.374497992,0.108433735,15.25795829,5.159165752,415
,,,,,,,,,,,,,,,,,,,,,0.207,0.25,11.19597026,2.79,10.86,262,0.496,0.264,0.118,0.109780439,0.293413174,0.303393214,0.293413174,12.81084753,6.971509251,1155
,,,,,,,,,,,,,,,,,,,,,,0.261,9.917305872,,55.52,341,0.495,0.292,0.128,0.206,0.356,0.264,0.174,19.99444599,6.664815329,768
,,,,,,,,,,,,,,,,,,,,,0.179,0.266,12.51744909,6.71,10.22,267,0.517,0.243,0.147,0.127617149,0.333000997,0.322033898,0.217347956,12.25869575,9.904970949,748
,,,,,,,,,,,,,,,,,,,,,0.123,0.269,8.288366692,,25.56,269,0.507,0.228,0.187,0.071928072,0.368631369,0.350649351,0.208791209,10.91081594,9.962049336,578
,,,,,,,,,,,,,,,,,,,,,0.227,0.18,11.90041067,0.52,9.27,198,0.508,0.214,0.109,0.050301811,0.191146881,0.280684105,0.477867203,12.28250143,6.306861854,923
,,,,,,,,,,,,,,,,,,,,,0.111,0.289,12.55349911,4.05,19.26,265,0.503,0.242,0.152,0.200799201,0.34965035,0.303696304,0.145854146,10.85979208,9.602416409,638
,,,,,,,,,,,,,,,,,,,,,0.148,0.235,12.66049818,,12.66,267,0.491,0.179,0.121,0.083083083,0.25025025,0.315315315,0.351351351,11.69187289,8.007671214,667
,,,,,,,,,,,,,,,,,,,,,0.233,0.265,13.06429917,,,234,0.499,0.24,0.201,0.112112112,0.331331331,0.374374374,0.182182182,9.275507646,13.53722738,583
,,,,,,,,,,,,,,,,,,,,,,0.275,8.3677967,,14.88,286,0.51,0.231,0.215,0.183366733,0.415831663,0.24248497,0.158316633,11.02012704,14.48942629,632
,,,,,,,,,,,,,,,,,,,,,0.15,0.366,13.70661725,,19.49,301,0.508,0.241,0.164,0.169491525,0.467597208,0.250249252,0.112662014,12.29393685,11.02390206,580
,,,,,,,,,,,,,,,,,,,,,0.204,0.233,10.3357567,,16.44,304,0.503,0.169,0.271,0.088088088,0.449449449,0.268268268,0.194194194,7.875049219,17.15010719,516
,,,,,,,,,,,,,,,,,,,,,0.189,0.245,13.7231478,0.83,9.32,281,0.511,0.259,0.13,0.07992008,0.335664336,0.298701299,0.285714286,12.91555738,8.061983753,849
,,,,,,,,,,,,,,,,,,,,,0.167,0.218,10.56827128,,13.63,218,0.513,0.196,0.201,0.093625498,0.305776892,0.265936255,0.334661355,9.287460562,11.85517025,868
,,,,,,,,,,,,,,,,,,,,,0.22,0.155,13.38301491,,12.01,164,0.463,0.193,0.121,0.054780876,0.25498008,0.325697211,0.364541833,8.63660108,4.666550583,1024
,,,,,,,,,,,,,,,,,,,,,0.176,0.211,8.751724737,6.59,13.95,273,0.503,0.287,0.11,0.221778222,0.261738262,0.331668332,0.184815185,14.01075763,7.630165699,1024
,,,,,,,,,,,,,,,,,,,,,,0.279,8.747619942,,34.25,340,0.456,0.224,0.151,0.217,0.357,0.311,0.115,12.79910963,10.79577073,666
,,,,,,,,,,,,,,,,,,,,,0.153,0.313,10.59829562,3.58,31.61,201,0.436,0.226,0.19,0.294294294,0.408408408,0.201201201,0.096096096,10.89840109,8.460600846,665
,,,,,,,,,,,,,,,,,,,,,0.208,0.302,11.67611265,,45.31,286,0.508,0.317,0.105,0.113886114,0.374625375,0.332667333,0.178821179,18.62969836,10.55197759,502
,,,,,,,,,,,,,,,,,,,,,0.102,0.35,13.34814748,,26.02,354,0.452,0.22,0.134,0.275100402,0.403614458,0.251004016,0.070281124,12.06063821,9.938859265,556
,,,,,,,,,,,,,,,,,,,,,0.361,0.338,9.841929281,,,234,0.501,0.179,0.278,0.112224449,0.380761523,0.335671343,0.171342685,9.29250264,17.74023231,442
,,,,,,,,,,,,,,,,,,,,,0.143,0.245,11.9240847,,8.84,223,0.492,0.256,0.148,0.081,0.373,0.358,0.188,14.08676165,9.15639507,646
,,,,,,,,,,,,,,,,,,,,,,0.281,12.89910833,,23.01,408,0.518,0.229,0.168,0.23253493,0.355289421,0.291417166,0.120758483,11.68503519,13.58195649,673
,,,,,,,,,,,,,,,,,,,,,0.096,0.324,12.15426446,11.68,30.87,348,0.528,0.236,0.156,0.190428714,0.363908275,0.275174477,0.170488534,10.8888102,11.67079792,623
,,,,,,,,,,,,,,,,,,,,,0.119,0.239,9.321764088,11.53,22.47,224,0.5,0.256,0.139,0.184630739,0.320359281,0.331337325,0.163672655,10.62717426,8.48332599,756
,,,,,,,,,,,,,,,,,,,,,0.152,0.301,9.998098677,,,214,0.523,0.194,0.248,0.113453815,0.369477912,0.36746988,0.149598394,13.91762272,15.42223058,565
,,,,,,,,,,,,,,,,,,,,,0.188,0.142,12.94103758,1.96,8.94,209,0.501,0.216,0.135,0.05994006,0.212787213,0.30969031,0.417582418,10.69138461,7.404220388,1052
,,,,,,,,,,,,,,,,,,,,,0.157,0.271,11.99671774,7.6,6.78,291,0.522,0.223,0.13,0.101507538,0.273366834,0.391959799,0.233165829,13.52358448,9.219303826,1009
,,,,,,,,,,,,,,,,,,,,,0.144,0.266,12.05133657,,41.99,253,0.507,0.192,0.242,0.096192385,0.332665331,0.354709419,0.216432866,8.188976378,17.63779528,539
,,,,,,,,,,,,,,,,,,,,,0.163,0.386,12.62858989,7.57,42.61,385,0.5,0.228,0.137,0.223895582,0.378514056,0.263052209,0.134538153,12.54539452,11.77506328,676
,,,,,,,,,,,,,,,,,,,,,,0.306,9.628110737,,20.02,368,0.499,0.257,0.168,0.21257485,0.348303393,0.318363273,0.120758483,15.4514407,13.06409364,579
,,,,,,,,,,,,,,,,,,,,,0.125,0.284,12.6930246,6.6,17.56,258,0.512,0.233,0.155,0.173520562,0.302908726,0.304914744,0.218655968,11.00831102,10.02220353,672
,,,,,,,,,,,,,,,,,,,,,0.165,0.304,12.37511987,,,184,0.512,0.216,0.241,0.113453815,0.411646586,0.312248996,0.162650602,9.541659567,12.94939513,451
,,,,,,,,,,,,,,,,,,,,,0.119,0.39,12.26118739,7.63,49.97,422,0.523,0.267,0.134,0.19558676,0.369107322,0.286860582,0.148445336,15.68946482,11.91237143,657
,,,,,,,,,,,,,,,,,,,,,,0.322,13.9524981,,25.35,314,0.502,0.219,0.181,0.135728543,0.468063872,0.279441118,0.116766467,12.16748181,9.940753112,620
,,,,,,,,,,,,,,,,,,,,,0.229,0.236,12.03593408,,20.47,222,0.502,0.243,0.184,0.083832335,0.335329341,0.355289421,0.225548902,12.82417071,9.760785668,671
,,,,,,,,,,,,,,,,,,,,,,0.289,9.922340312,,41.11,280,0.5,0.246,0.163,0.168494516,0.327018943,0.376869392,0.127617149,11.62985977,12.00772525,678
,,,,,,,,,,,,,,,,,,,,,,0.301,13.22332632,,34.86,363,0.518,0.231,0.189,0.19558676,0.357071214,0.330992979,0.116349047,10.76647014,12.3045373,490
,,,,,,,,,,,,,,,,,,,,,0.208,0.316,13.18176006,,15.09,279,0.49,0.178,0.21,0.152847153,0.471528472,0.207792208,0.167832168,8.774461698,12.69987877,550
,,,,,,,,,,,,,,,,,,,,,0.145,0.312,11.78234488,,29.13,384,0.359,0.188,0.113,0.259036145,0.374497992,0.28815261,0.078313253,12.23585436,14.35232647,640
,,,,,,,,,,,,,,,,,,,,,0.234,0.289,8.766077679,,26.47,282,0.504,0.261,0.153,0.234825871,0.337313433,0.287562189,0.140298507,13.58349605,9.629728451,678
,,,,,,,,,,,,,,,,,,,,,0.151,0.256,13.02976521,7.38,16.12,290,0.506,0.212,0.152,0.105315948,0.286860582,0.363089268,0.244734203,12.42646594,10.00597831,892
,,,,,,,,,,,,,,,,,,,,,,0.355,12.04179839,,56.06,257,0.505,0.237,0.225,0.156843157,0.362637363,0.291708292,0.188811189,10.45523851,12.6334132,393
,,,,,,,,,,,,,,,,,,,,,0.216,0.227,12.7400181,0.97,10.41,318,0.501,0.226,0.156,0.103206413,0.350701403,0.372745491,0.173346693,9.846618776,10.6833004,736
,,,,,,,,,,,,,,,,,,,,,0.118,0.302,11.52035059,6.1,27.05,313,0.511,0.236,0.145,0.273821464,0.393179539,0.22668004,0.106318957,10.59803179,9.646371796,626
,,,,,,,,,,,,,,,,,,,,,0.122,0.367,12.17219812,26.92,29.56,410,0.54,0.286,0.125,0.227,0.278,0.32,0.175,17.21658544,12.18343053,567
,,,,,,,,,,,,,,,,,,,,,0.198,0.237,11.99416677,,25.26,203,0.493,0.226,0.176,0.117764471,0.400199601,0.347305389,0.134730539,9.515462627,9.014648804,764
,,,,,,,,,,,,,,,,,,,,,0.196,0.247,11.84304733,,11.31,255,0.504,0.225,0.196,0.080321285,0.363453815,0.374497992,0.181726908,9.252959586,11.61155713,551
,,,,,,,,,,,,,,,,,,,,,,0.305,8.704087539,,28.3,208,0.502,0.183,0.225,0.142857143,0.290709291,0.342657343,0.223776224,6.799440613,10.85017119,834
,,,,,,,,,,,,,,,,,,,,,0.142,0.187,9.054443579,8.66,17.42,260,0.499,0.307,0.099,0.31995988,0.248746239,0.29889669,0.132397192,15.95680182,6.142478211,873
,,,,,,,,,,,,,,,,,,,,,0.171,0.215,10.27325612,,6.73,215,0.52,0.198,0.178,0.092907093,0.225774226,0.231768232,0.44955045,7.245641452,10.59446733,993
,,,,,,,,,,,,,,,,,,,,,0.186,0.247,11.89136438,,11.52,281,0.51,0.213,0.189,0.064064064,0.321321321,0.393393393,0.221221221,11.43739984,11.80634822,617
,,,,,,,,,,,,,,,,,,,,,0.315,0.258,11.32737724,,16.27,223,0.481,0.212,0.18,0.07992008,0.397602398,0.357642358,0.164835165,10.93376287,11.32425441,599
,,,,,,,,,,,,,,,,,,,,,0.136,0.284,9.86751593,,,150,0.464,0.207,0.187,0.082917083,0.352647353,0.324675325,0.23976024,10.44568245,4.178272981,540
,,,,,,,,,,,,,,,,,,,,,,0.29,9.097362399,8.28,36.73,340,0.48,0.234,0.168,0.195783133,0.358433735,0.308232932,0.137550201,13.32792243,10.97844892,674
,,,,,,,,,,,,,,,,,,,,,0.174,0.314,11.30814819,,44.06,336,0.497,0.235,0.163,0.214214214,0.462462462,0.215215215,0.108108108,13.37664819,10.82871521,621
,,,,,,,,,,,,,,,,,,,,,0.182,0.15,7.25535906,1.35,10.4,214,0.498,0.227,0.132,0.202202202,0.176176176,0.299299299,0.322322322,13.14538776,6.796348047,1369
,,,,,,,,,,,,,,,,,,,,,,0.317,13.7149764,,14.24,340,0.513,0.228,0.188,0.142137097,0.331653226,0.38608871,0.140120968,12.49924155,14.92627875,575
,,,,,,,,,,,,,,,,,,,,,0.217,0.237,,,16.68,228,0.47,0.242,0.09,0.075452716,0.270623742,0.367203219,0.286720322,12.38486757,6.452620076,974
,,,,,,,,,,,,,,,,,,,,,0.174,0.304,11.8951372,1.24,18.26,279,0.511,0.201,0.185,0.11332008,0.460238569,0.271371769,0.155069583,8.625228406,11.7067732,773
,,,,,,,,,,,,,,,,,,,,,0.098,0.31,13.73277238,9.31,18.06,304,0.529,0.237,0.14,0.122244489,0.326653307,0.295591182,0.255511022,12.63938632,9.34745612,767
,,,,,,,,,,,,,,,,,,,,,0.239,0.306,13.05737475,,20.77,230,0.499,0.197,0.198,0.08935743,0.502008032,0.240963855,0.167670683,9.84497363,12.68978744,546
,,,,,,,,,,,,,,,,,,,,,0.16,0.293,11.88217379,15.81,17.33,290,0.519,0.236,0.126,0.102691924,0.271186441,0.297108674,0.329012961,14.35815013,8.84245706,779
,,,,,,,,,,,,,,,,,,,,,0.202,0.285,11.12865524,1.82,11.15,249,0.507,0.263,0.133,0.142572283,0.340977069,0.304087737,0.212362911,15.20366061,8.916873619,678
,,,,,,,,,,,,,,,,,,,,,0.141,0.196,9.883634981,,22.4,249,0.486,0.309,0.116,0.279559118,0.28256513,0.298597194,0.139278557,17.22957302,7.775397053,711
,,,,,,,,,,,,,,,,,,,,,0.167,0.282,8.70320067,3.83,26.19,271,0.485,0.255,0.127,0.194194194,0.301301301,0.325325325,0.179179179,13.50252685,8.52038062,917
,,,,,,,,,,,,,,,,,,,,,,0.347,12.65007999,11.52,26.87,359,0.509,0.249,0.159,0.190571715,0.421263791,0.253761284,0.13440321,13.11684629,13.96766875,548
,,,,,,,,,,,,,,,,,,,,,0.161,0.242,10.05866838,,12.58,241,0.512,0.203,0.176,0.0777667,0.340977069,0.279162512,0.302093719,8.95468774,9.775747935,744
,,,,,,,,,,,,,,,,,,,,,0.269,0.248,12.61106508,,,214,0.498,0.217,0.255,0.082164329,0.404809619,0.321643287,0.191382766,11.88835286,13.26671261,528
,,,,,,,,,,,,,,,,,,,,,0.184,0.212,12.69717598,,,156,0.491,0.148,0.261,0.064741036,0.18625498,0.394422311,0.354581673,5.111524164,8.364312268,726
,,,,,,,,,,,,,,,,,,,,,,0.307,13.023142,,29.28,343,0.526,0.226,0.183,0.230923695,0.456827309,0.204819277,0.107429719,11.35400344,13.87140692,609
,,,,,,,,,,,,,,,,,,,,,0.144,0.285,10.24475362,8.56,13.16,316,0.51,0.254,0.125,0.111111111,0.256256256,0.326326326,0.306306306,14.82004065,9.013330056,774
,,,,,,,,,,,,,,,,,,,,,0.264,0.104,13.58655091,,17.17,155,0.47,0.197,0.102,0.03021148,0.207452165,0.258811682,0.503524673,8.648013266,4.407967927,1137
,,,,,,,,,,,,,,,,,,,,,0.151,0.224,10.61906661,6.13,15.13,192,0.515,0.202,0.222,0.121635095,0.255234297,0.285144566,0.337986042,10.33844245,9.735516895,1170
,,,,,,,,,,,,,,,,,,,,,,0.362,14.01128793,,30.95,326,0.505,0.23,0.182,0.184924623,0.39798995,0.307537688,0.109547739,12.97126285,11.28394411,490
,,,,,,,,,,,,,,,,,,,,,,0.283,13.13620362,,13.67,332,0.519,0.219,0.15,0.151848152,0.378621379,0.297702298,0.171828172,10.28220791,12.43815473,650
,,,,,,,,,,,,,,,,,,,,,0.139,0.166,10.91403177,3,16,219,0.505,0.236,0.196,0.125623131,0.318045862,0.3110668,0.245264207,11.77178948,9.633698283,814
,,,,,,,,,,,,,,,,,,,,,0.13,0.301,9.732216363,,,252,0.508,0.208,0.299,0.205383848,0.304087737,0.336989033,0.153539382,11.93661247,15.64107841,394
,,,,,,,,,,,,,,,,,,,,,0.225,0.286,12.00943774,2.58,13.71,232,0.514,0.223,0.196,0.095522388,0.354228856,0.369154229,0.181094527,10.38039974,11.15409413,610
,,,,,,,,,,,,,,,,,,,,,0.093,0.332,13.0290858,,16.28,311,0.517,0.22,0.178,0.140159046,0.375745527,0.31610338,0.167992048,11.96616464,12.65387525,629
,,,,,,,,,,,,,,,,,,,,,,0.273,11.79005493,,22.3,293,0.495,0.224,0.176,0.143569292,0.40777667,0.33000997,0.118644068,10.70114814,11.07271579,607
,,,,,,,,,,,,,,,,,,,,,0.185,0.159,10.12417843,,8.27,267,0.49,0.183,0.157,0.055055055,0.328328328,0.326326326,0.29029029,9.22257391,9.81281864,626
,,,,,,,,,,,,,,,,,,,,,0.19,0.257,,,15.34,283,0.466,0.344,0.069,0.153233831,0.414925373,0.290547264,0.141293532,20.8808474,6.791343571,1188
,,,,,,,,,,,,,,,,,,,,,,0.318,11.35373302,5.21,18,355,0.521,0.193,0.152,0.131262525,0.335671343,0.293587174,0.239478958,10.72539889,10.28402445,580
,,,,,,,,,,,,,,,,,,,,,,0.306,13.67213434,9.23,24.19,348,0.447,0.184,0.173,0.237713139,0.4332999,0.239719157,0.089267803,8.707499111,12.08387632,473
,,,,,,,,,,,,,,,,,,,,,0.111,0.185,11.71391549,2.22,9.38,244,0.501,0.299,0.107,0.104895105,0.292707293,0.372627373,0.22977023,15.80164654,6.817460715,793
,,,,,,,,,,,,,,,,,,,,,0.169,0.272,8.841000819,,27.76,242,0.496,0.258,0.2,0.094527363,0.420895522,0.258706468,0.225870647,13.97637795,13.58267717,532
,,,,,,,,,,,,,,,,,,,,,0.092,0.329,12.45095177,,27.08,374,0.47,0.211,0.181,0.243243243,0.368368368,0.276276276,0.112112112,9.314873257,12.72523669,644
,,,,,,,,,,,,,,,,,,,,,,0.311,12.67252662,,47.11,311,0.494,0.244,0.145,0.228456914,0.413827655,0.208416834,0.149298597,11.48396719,9.395973154,461
,,,,,,,,,,,,,,,,,,,,,,0.239,10.95370702,,12.43,231,0.497,0.168,0.273,0.118118118,0.408408408,0.305305305,0.168168168,7.217721811,15.04971782,558
,,,,,,,,,,,,,,,,,,,,,,0.333,12.45100682,6.4,19.4,352,0.505,0.237,0.154,0.185742972,0.407630522,0.27811245,0.128514056,12.84028148,12.25153495,635
,,,,,,,,,,,,,,,,,,,,,,0.324,10.87722382,,,176,0.509,0.228,0.219,0.075924076,0.38961039,0.36963037,0.164835165,11.2936345,8.213552361,391
,,,,,,,,,,,,,,,,,,,,,0.191,0.315,10.47816784,,,266,0.497,0.198,0.226,0.066666667,0.458706468,0.299502488,0.175124378,9.384164223,15.24926686,550
,,,,,,,,,,,,,,,,,,,,,0.2,0.233,9.802643282,3.11,16.25,271,0.508,0.281,0.108,0.153386454,0.295816733,0.338645418,0.212151394,13.35992214,7.260138038,907
,,,,,,,,,,,,,,,,,,,,,,0.289,12.85905079,,19.71,261,0.449,0.175,0.175,0.271728272,0.408591409,0.216783217,0.102897103,7.098694756,9.732081521,630
,,,,,,,,,,,,,,,,,,,,,,0.262,12.91075987,,7.87,253,0.505,0.228,0.144,0.158,0.305,0.254,0.283,12.70351172,10.40373805,936
,,,,,,,,,,,,,,,,,,,,,,0.276,12.52266198,7.28,28.13,239,0.518,0.238,0.173,0.25,0.299800797,0.304780876,0.145418327,10.43186461,10.17653925,550
,,,,,,,,,,,,,,,,,,,,,,0.299,9.378508837,,18.81,258,0.484,0.284,0.122,0.278165503,0.321036889,0.254237288,0.146560319,14.05645345,8.593216481,616
,,,,,,,,,,,,,,,,,,,,,,0.242,13.15151722,,34.29,315,0.445,0.174,0.187,0.147177419,0.396169355,0.315524194,0.141129032,6.172374859,11.14038389,580
,,,,,,,,,,,,,,,,,,,,,,0.244,13.24568125,,19.47,249,0.503,0.205,0.232,0.138308458,0.339303483,0.262686567,0.259701493,9.314662883,12.70742089,689
,,,,,,,,,,,,,,,,,,,,,0.197,0.247,12.0369866,,20.81,259,0.508,0.209,0.16,0.099099099,0.34034034,0.341341341,0.219219219,10.52403755,9.117225333,873
,,,,,,,,,,,,,,,,,,,,,,0.383,12.9745315,15.75,42.88,361,0.523,0.239,0.164,0.194029851,0.429850746,0.23681592,0.139303483,12.24731678,11.91808784,460
,,,,,,,,,,,,,,,,,,,,,0.207,0.16,11.57440491,5.21,11.38,293,0.497,0.23,0.132,0.132264529,0.240480962,0.341683367,0.285571142,12.23160213,8.343273995,898
,,,,,,,,,,,,,,,,,,,,,0.236,0.243,12.34972509,,13.49,188,0.489,0.282,0.093,0.062874251,0.263473054,0.408183633,0.265469062,12.5115848,5.042146608,925
,,,,,,,,,,,,,,,,,,,,,0.199,0.255,13.74464352,,9.62,204,0.509,0.245,0.169,0.091091091,0.273273273,0.266266266,0.369369369,9.793548593,8.219775312,800
,,,,,,,,,,,,,,,,,,,,,0.078,0.347,11.86340067,7.78,39.92,402,0.513,0.261,0.148,0.2039801,0.389054726,0.27960199,0.127363184,12.47771836,10.47691804,618
,,,,,,,,,,,,,,,,,,,,,0.135,0.344,11.8282882,19.28,19.81,330,0.532,0.255,0.112,0.142142142,0.25025025,0.331331331,0.276276276,13.77275765,9.005264616,771
,,,,,,,,,,,,,,,,,,,,,0.217,0.2,8.955071413,,25.23,197,0.505,0.187,0.256,0.112,0.322,0.376,0.19,7.885453414,10.3755966,615
,,,,,,,,,,,,,,,,,,,,,,0.269,8.591234459,2.44,14.06,268,0.503,0.271,0.136,0.226321037,0.310069791,0.313060818,0.150548355,14.77666069,9.53575156,835
,,,,,,,,,,,,,,,,,,,,,0.186,0.28,12.38197151,,17.43,241,0.501,0.243,0.194,0.072781655,0.33000997,0.36889332,0.228315055,12.49864145,10.86838387,591
,,,,,,,,,,,,,,,,,,,,,0.088,0.344,13.53100017,3.84,22.87,308,0.486,0.193,0.163,0.179,0.462,0.214,0.145,10.06408454,10.74489026,584
,,,,,,,,,,,,,,,,,,,,,0.204,0.31,13.26601197,5.68,21.28,309,0.512,0.226,0.198,0.111776447,0.413173653,0.323353293,0.151696607,10.55619008,11.80216662,610
,,,,,,,,,,,,,,,,,,,,,,0.31,9.626043184,9.01,49.11,377,0.502,0.272,0.157,0.227227227,0.357357357,0.266266266,0.149149149,14.99029126,12.54368932,568
,,,,,,,,,,,,,,,,,,,,,0.17,0.25,13.94950515,2.24,9.23,274,0.515,0.198,0.138,0.084830339,0.380239521,0.275449102,0.259481038,9.289475636,8.485994709,802
,,,,,,,,,,,,,,,,,,,,,0.124,0.238,13.29945688,,28.02,260,0.514,0.215,0.187,0.165662651,0.309236948,0.275100402,0.25,9.916133044,11.26069346,833
,,,,,,,,,,,,,,,,,,,,,0.171,0.134,9.497565481,2.19,14.34,202,0.505,0.181,0.215,0.061691542,0.202985075,0.400995025,0.334328358,8.743247086,9.799341972,1191
,,,,,,,,,,,,,,,,,,,,,0.094,0.207,12.14740936,,8.48,183,0.519,0.208,0.217,0.062062062,0.209209209,0.255255255,0.473473473,9.489168752,9.138756316,1159
,,,,,,,,,,,,,,,,,,,,,0.098,0.338,11.5887104,5.31,29.65,326,0.492,0.226,0.164,0.153153153,0.424424424,0.293293293,0.129129129,10.0771485,12.37964237,657
,,,,,,,,,,,,,,,,,,,,,0.239,0.242,12.45865936,4.12,10.45,232,0.502,0.245,0.14,0.11752988,0.307768924,0.337649402,0.237051793,12.24531691,8.539902489,783
,,,,,,,,,,,,,,,,,,,,,0.23,0.22,12.43142164,0.7,16.27,235,0.501,0.228,0.144,0.098294885,0.317953862,0.314944835,0.268806419,9.96162642,9.060428699,812
,,,,,,,,,,,,,,,,,,,,,0.242,0.255,9.632214045,,15.51,312,0.48,0.22,0.16,0.118236473,0.414829659,0.27254509,0.194388778,11.98761469,10.8513479,639
,,,,,,,,,,,,,,,,,,,,,0.092,0.269,10.505488,,,260,0.496,0.279,0.168,0.086826347,0.353293413,0.368263473,0.191616766,13.05176712,7.18580437,542
,,,,,,,,,,,,,,,,,,,,,,0.264,9.786983757,,19.94,313,0.492,0.273,0.14,0.142147117,0.404572565,0.294234592,0.159045726,15.06853048,7.73863048,596
,,,,,,,,,,,,,,,,,,,,,,0.279,10.47405547,,40.12,340,0.512,0.261,0.166,0.215,0.367,0.274,0.144,16.97278776,11.07613849,712
,,,,,,,,,,,,,,,,,,,,,0.144,0.226,,,24.42,254,0.444,0.256,0.104,0.078763709,0.332003988,0.408773679,0.180458624,15.74915885,6.729186055,1176
,,,,,,,,,,,,,,,,,,,,,0.105,0.246,10.21127178,,25.43,282,0.488,0.307,0.131,0.220338983,0.398803589,0.25224327,0.128614158,18.70737252,9.223773953,711
,,,,,,,,,,,,,,,,,,,,,,0.278,11.74791649,,17.91,265,0.511,0.214,0.203,0.125748503,0.412175649,0.320359281,0.141716567,10.17286761,12.37817458,608
,,,,,,,,,,,,,,,,,,,,,0.213,0.273,11.459835,5.52,21.53,293,0.51,0.282,0.094,0.118525896,0.34561753,0.274900398,0.260956175,14.79417549,6.357613609,882
,,,,,,,,,,,,,,,,,,,,,,0.383,13.39020693,,32.68,340,0.506,0.252,0.148,0.226,0.477,0.208,0.089,12.75822929,12.16799092,537
,,,,,,,,,,,,,,,,,,,,,0.206,0.294,11.79294961,,,274,0.503,0.198,0.277,0.063492063,0.41468254,0.341269841,0.180555556,6.418168354,15.304863,466
,,,,,,,,,,,,,,,,,,,,,0.247,0.185,,,,207,0.501,0.225,0.126,0.071713147,0.222111554,0.395418327,0.310756972,10.84768508,7.157235518,1057
,,,,,,,,,,,,,,,,,,,,,,0.309,13.01600138,5.93,30.64,421,0.518,0.223,0.166,0.338353414,0.355421687,0.207831325,0.098393574,11.70115396,13.45991637,478
,,,,,,,,,,,,,,,,,,,,,0.073,0.34,13.1622067,,29.17,273,0.516,0.201,0.2,0.151394422,0.439243028,0.228087649,0.1812749,10.15299612,13.09792593,630
,,,,,,,,,,,,,,,,,,,,,0.075,0.365,14.29147719,,17.63,307,0.505,0.197,0.16,0.15984016,0.401598402,0.234765235,0.203796204,10.76451523,9.855251001,561
,,,,,,,,,,,,,,,,,,,,,,0.336,14.6697506,7.44,30.11,326,0.506,0.24,0.12,0.161161161,0.363363363,0.281281281,0.194194194,11.5100998,8.499766004,953
,,,,,,,,,,,,,,,,,,,,,,0.261,13.07662781,,15.86,318,0.511,0.207,0.192,0.160320641,0.398797595,0.283567134,0.157314629,10.13213249,14.27978906,593
,,,,,,,,,,,,,,,,,,,,,,0.321,10.57263165,,38.21,326,0.508,0.189,0.22,0.165174129,0.374129353,0.317412935,0.143283582,7.764890898,16.80754865,594
,,,,,,,,,,,,,,,,,,,,,,0.248,12.77229679,,25.88,232,0.516,0.217,0.191,0.17,0.364,0.234,0.232,8.835402544,11.27275497,775
,,,,,,,,,,,,,,,,,,,,,0.177,0.318,12.81436314,6.36,24.3,331,0.494,0.225,0.173,0.229689067,0.390170512,0.239719157,0.140421264,12.58049278,10.34285572,652
,,,,,,,,,,,,,,,,,,,,,0.223,0.324,13.19357596,,14.26,295,0.513,0.225,0.152,0.102385686,0.433399602,0.284294235,0.179920477,11.51318028,11.62205196,672
,,,,,,,,,,,,,,,,,,,,,,0.249,12.98929445,6.02,9.63,245,0.556,0.192,0.202,0.127254509,0.309619238,0.251503006,0.311623246,12.09951232,14.19840731,795
,,,,,,,,,,,,,,,,,,,,,0.123,0.259,10.28692053,2.59,10.07,239,0.498,0.293,0.128,0.337675351,0.26753507,0.225450902,0.169338677,17.44007533,6.570732606,677
,,,,,,,,,,,,,,,,,,,,,0.087,0.308,13.57144558,2.81,15.84,293,0.49,0.214,0.171,0.134730539,0.435129741,0.273453094,0.156686627,10.27606737,11.80524406,626
,,,,,,,,,,,,,,,,,,,,,0.148,0.346,10.59153589,3.33,24.84,363,0.505,0.246,0.159,0.147294589,0.398797595,0.303607214,0.150300601,12.2422726,11.73335595,689
,,,,,,,,,,,,,,,,,,,,,0.132,0.222,10.29163137,2.15,21.07,229,0.503,0.273,0.143,0.143569292,0.290129611,0.390827517,0.175473579,15.07015524,8.972404567,704
